timestamp_neck,ax_neck,ay_neck,az_neck,gx_neck,gy_neck,gz_neck,times_clock_neck,5 x deep breath,5 x deep breath_notes
705809331,-3.33,-1.76,-8.94,0.98,-1.68,-1.75,2024-06-07 15:21:58.973245,0,
705809336,-3.33,-1.79,-8.99,0.91,-1.68,-1.61,2024-06-07 15:21:58.973245,0,
705809341,-3.34,-1.74,-8.96,0.84,-1.89,-1.75,2024-06-07 15:21:59.001136,0,
705809345,-3.32,-1.76,-8.99,0.56,-2.03,-1.54,2024-06-07 15:21:59.001136,0,
705809350,-3.31,-1.76,-8.98,0.21,-2.1,-1.54,2024-06-07 15:21:59.001136,0,
705809355,-3.33,-1.78,-8.99,0.0,-2.1,-1.54,2024-06-07 15:21:59.001136,0,
705809360,-3.31,-1.74,-8.93,-0.21,-2.03,-1.54,2024-06-07 15:21:59.001136,0,
705809365,-3.29,-1.75,-8.94,-0.42,-1.96,-1.68,2024-06-07 15:21:59.001136,0,
705809369,-3.29,-1.73,-8.92,-0.63,-1.75,-1.68,2024-06-07 15:21:59.001136,0,
705809374,-3.29,-1.73,-8.93,-0.56,-1.61,-1.68,2024-06-07 15:21:59.001136,0,
705809380,-3.27,-1.72,-8.91,-0.35,-1.47,-1.82,2024-06-07 15:21:59.046027,0,
705809384,-3.27,-1.69,-8.89,0.14,-1.47,-1.96,2024-06-07 15:21:59.046027,0,
705809389,-3.28,-1.64,-8.83,0.28,-1.4,-2.03,2024-06-07 15:21:59.046027,0,
705809394,-3.26,-1.69,-8.84,0.7,-1.19,-2.17,2024-06-07 15:21:59.046027,0,
705809399,-3.3,-1.68,-8.89,1.19,-1.12,-2.03,2024-06-07 15:21:59.046027,0,
705809404,-3.32,-1.68,-8.92,1.68,-0.91,-2.03,2024-06-07 15:21:59.046027,0,
705809408,-3.31,-1.73,-8.91,2.1,-0.77,-1.89,2024-06-07 15:21:59.046027,0,
705809413,-3.32,-1.73,-8.96,2.52,-0.84,-1.75,2024-06-07 15:21:59.046027,0,
705809419,-3.33,-1.76,-8.94,2.87,-0.98,-1.82,2024-06-07 15:21:59.075705,0,
705809423,-3.29,-1.76,-8.94,2.8,-1.33,-1.82,2024-06-07 15:21:59.075705,0,
705809428,-3.32,-1.73,-8.88,2.31,-1.61,-1.82,2024-06-07 15:21:59.076706,0,
705809433,-3.33,-1.74,-8.84,1.61,-1.4,-1.82,2024-06-07 15:21:59.076706,0,
705809438,-3.31,-1.75,-8.87,1.19,-1.12,-1.82,2024-06-07 15:21:59.076706,0,
705809443,-3.33,-1.75,-8.92,1.4,-0.84,-1.82,2024-06-07 15:21:59.076706,0,
705809447,-3.3,-1.76,-9.01,1.61,-0.98,-1.75,2024-06-07 15:21:59.076706,0,
705809452,-3.31,-1.76,-8.95,2.17,-1.82,-1.68,2024-06-07 15:21:59.076706,0,
705809458,-3.25,-1.75,-8.89,2.38,-3.29,-1.89,2024-06-07 15:21:59.166347,0,
705809462,-3.34,-1.78,-8.88,1.96,-3.57,-2.17,2024-06-07 15:21:59.166347,0,
705809467,-3.39,-1.77,-8.86,1.75,-2.31,-2.45,2024-06-07 15:21:59.166347,0,
705809472,-3.41,-1.68,-8.82,2.1,-0.77,-2.38,2024-06-07 15:21:59.166347,0,
705809477,-3.32,-1.66,-8.77,2.52,-0.35,-2.38,2024-06-07 15:21:59.166347,0,
705809482,-3.28,-1.64,-8.74,2.66,-0.77,-2.24,2024-06-07 15:21:59.166347,0,
705809486,-3.27,-1.65,-8.8,3.29,-0.84,-2.38,2024-06-07 15:21:59.166347,0,
705809491,-3.26,-1.73,-8.89,3.99,-0.28,-2.45,2024-06-07 15:21:59.166347,0,
705809497,-3.26,-1.77,-9.05,4.13,0.14,-2.17,2024-06-07 15:21:59.168340,0,
705809501,-3.19,-1.74,-9.2,3.99,-0.21,-2.24,2024-06-07 15:21:59.168340,0,
705809506,-3.2,-1.8,-9.12,3.08,-1.33,-2.45,2024-06-07 15:21:59.168340,0,
705809511,-3.32,-1.83,-9.06,1.89,-2.8,-2.73,2024-06-07 15:21:59.168340,0,
705809516,-3.4,-1.78,-9.05,0.84,-4.2,-2.87,2024-06-07 15:21:59.168340,0,
705809521,-3.44,-1.76,-9.07,0.21,-4.9,-2.8,2024-06-07 15:21:59.168340,0,
705809525,-3.49,-1.7,-9.1,0.0,-5.04,-2.52,2024-06-07 15:21:59.168340,0,
705809530,-3.47,-1.71,-9.09,0.35,-4.83,-2.17,2024-06-07 15:21:59.168340,0,
705809535,-3.52,-1.73,-9.04,0.77,-4.2,-1.82,2024-06-07 15:21:59.195272,0,
705809539,-3.51,-1.74,-8.9,0.91,-3.01,-1.4,2024-06-07 15:21:59.195272,0,
705809544,-3.44,-1.8,-8.78,0.91,-1.47,-1.19,2024-06-07 15:21:59.195272,0,
705809549,-3.38,-1.8,-8.75,0.84,-0.07,-0.91,2024-06-07 15:21:59.195272,0,
705809554,-3.33,-1.8,-8.74,0.7,1.05,-0.63,2024-06-07 15:21:59.195272,0,
705809559,-3.25,-1.79,-8.73,1.19,1.4,-0.63,2024-06-07 15:21:59.195272,0,
705809563,-3.24,-1.75,-8.73,2.1,1.26,-0.77,2024-06-07 15:21:59.195272,0,
705809568,-3.2,-1.71,-8.82,3.29,0.42,-0.91,2024-06-07 15:21:59.196269,0,
705809574,-3.19,-1.72,-8.88,4.48,-0.7,-1.26,2024-06-07 15:21:59.226203,0,
705809578,-3.23,-1.8,-8.91,5.11,-1.47,-1.26,2024-06-07 15:21:59.226203,0,
705809583,-3.24,-1.79,-8.96,5.04,-2.03,-1.61,2024-06-07 15:21:59.226203,0,
705809588,-3.24,-1.83,-8.99,4.83,-2.31,-1.96,2024-06-07 15:21:59.226203,0,
705809593,-3.32,-1.83,-9.01,3.99,-2.17,-2.1,2024-06-07 15:21:59.226203,0,
705809598,-3.31,-1.82,-9.0,2.59,-1.89,-2.03,2024-06-07 15:21:59.226203,0,
705809602,-3.3,-1.78,-8.95,1.54,-1.68,-2.17,2024-06-07 15:21:59.226203,0,
705809607,-3.28,-1.8,-8.9,0.7,-1.47,-2.24,2024-06-07 15:21:59.226203,0,
705809613,-3.31,-1.77,-8.92,-0.14,-1.33,-2.24,2024-06-07 15:21:59.316842,0,
705809617,-3.32,-1.76,-8.86,-0.56,-1.4,-2.31,2024-06-07 15:21:59.316842,0,
705809622,-3.33,-1.73,-8.89,-0.56,-1.54,-2.31,2024-06-07 15:21:59.316842,0,
705809627,-3.33,-1.72,-8.88,-0.28,-1.75,-2.59,2024-06-07 15:21:59.316842,0,
705809632,-3.35,-1.66,-8.94,0.07,-1.82,-2.52,2024-06-07 15:21:59.316842,0,
705809637,-3.32,-1.73,-8.96,0.56,-1.89,-2.31,2024-06-07 15:21:59.316842,0,
705809641,-3.36,-1.72,-8.99,0.98,-2.03,-2.45,2024-06-07 15:21:59.316842,0,
705809646,-3.39,-1.73,-9.03,1.47,-2.1,-2.38,2024-06-07 15:21:59.316842,0,
705809651,-3.41,-1.76,-9.01,1.75,-2.24,-2.38,2024-06-07 15:21:59.318894,0,
705809655,-3.41,-1.7,-9.0,1.82,-2.24,-2.31,2024-06-07 15:21:59.318894,0,
705809660,-3.43,-1.74,-9.02,1.47,-2.1,-2.17,2024-06-07 15:21:59.318894,0,
705809665,-3.39,-1.76,-9.0,1.4,-1.96,-2.03,2024-06-07 15:21:59.318894,0,
705809670,-3.4,-1.72,-9.0,1.05,-1.82,-1.82,2024-06-07 15:21:59.318894,0,
705809675,-3.38,-1.73,-8.98,0.84,-1.61,-1.68,2024-06-07 15:21:59.318894,0,
705809679,-3.36,-1.74,-8.96,0.42,-1.4,-1.4,2024-06-07 15:21:59.318894,0,
705809684,-3.33,-1.71,-8.93,-0.21,-1.26,-1.26,2024-06-07 15:21:59.318894,0,
705809690,-3.33,-1.7,-8.97,-0.56,-1.26,-1.26,2024-06-07 15:21:59.345805,0,
705809694,-3.31,-1.7,-8.94,-0.77,-1.26,-1.19,2024-06-07 15:21:59.345805,0,
705809699,-3.26,-1.72,-8.88,-1.12,-1.33,-1.12,2024-06-07 15:21:59.345805,0,
705809704,-3.26,-1.7,-8.91,-1.19,-1.47,-1.19,2024-06-07 15:21:59.345805,0,
705809709,-3.27,-1.71,-8.86,-0.91,-1.61,-1.33,2024-06-07 15:21:59.345805,0,
705809714,-3.27,-1.75,-8.88,-0.84,-1.54,-1.19,2024-06-07 15:21:59.345805,0,
705809718,-3.32,-1.76,-8.88,-0.91,-1.19,-1.19,2024-06-07 15:21:59.345805,0,
705809723,-3.3,-1.78,-8.84,-0.63,-0.84,-1.33,2024-06-07 15:21:59.345805,0,
705809728,-3.3,-1.82,-8.86,-0.63,-0.63,-1.47,2024-06-07 15:21:59.451219,0,
705809732,-3.3,-1.78,-8.9,-0.14,-0.56,-1.68,2024-06-07 15:21:59.451219,0,
705809737,-3.27,-1.78,-8.87,0.28,-0.84,-1.75,2024-06-07 15:21:59.451219,0,
705809742,-3.31,-1.74,-8.92,0.56,-1.26,-1.96,2024-06-07 15:21:59.451219,0,
705809747,-3.35,-1.77,-8.97,0.91,-1.61,-1.96,2024-06-07 15:21:59.451219,0,
705809752,-3.39,-1.75,-9.0,0.98,-1.82,-1.89,2024-06-07 15:21:59.451219,0,
705809756,-3.39,-1.74,-9.0,1.05,-1.61,-1.96,2024-06-07 15:21:59.451219,0,
705809761,-3.34,-1.77,-8.97,0.98,-1.26,-2.1,2024-06-07 15:21:59.451219,0,
705809767,-3.39,-1.74,-8.93,0.84,-1.05,-2.17,2024-06-07 15:21:59.453193,0,
705809771,-3.39,-1.71,-8.94,0.77,-0.63,-2.03,2024-06-07 15:21:59.453193,0,
705809776,-3.35,-1.73,-8.89,1.05,-0.21,-1.89,2024-06-07 15:21:59.453193,0,
705809781,-3.36,-1.73,-8.85,1.26,0.14,-1.89,2024-06-07 15:21:59.453193,0,
705809786,-3.37,-1.71,-8.83,1.54,0.35,-1.96,2024-06-07 15:21:59.453193,0,
705809791,-3.3,-1.68,-8.85,2.03,0.28,-1.89,2024-06-07 15:21:59.453193,0,
705809795,-3.34,-1.73,-8.83,2.73,-0.14,-1.89,2024-06-07 15:21:59.453193,0,
705809800,-3.3,-1.73,-8.92,3.5,-0.56,-1.82,2024-06-07 15:21:59.453193,0,
705809806,-3.3,-1.72,-8.94,3.78,-1.12,-1.89,2024-06-07 15:21:59.466150,0,
705809810,-3.29,-1.75,-8.89,3.85,-1.47,-1.82,2024-06-07 15:21:59.466150,0,
705809815,-3.3,-1.76,-8.91,3.78,-1.68,-1.82,2024-06-07 15:21:59.466150,0,
705809820,-3.27,-1.75,-8.89,3.64,-1.54,-1.82,2024-06-07 15:21:59.466150,0,
705809825,-3.34,-1.78,-8.92,3.36,-1.26,-1.82,2024-06-07 15:21:59.466150,0,
705809830,-3.32,-1.74,-8.9,3.36,-0.84,-1.75,2024-06-07 15:21:59.466150,0,
705809834,-3.3,-1.76,-8.91,3.29,-0.35,-1.68,2024-06-07 15:21:59.466150,0,
705809839,-3.27,-1.76,-8.95,3.29,-0.21,-1.61,2024-06-07 15:21:59.466150,0,
705809844,-3.3,-1.76,-8.92,3.5,-0.21,-1.61,2024-06-07 15:21:59.495796,0,
705809848,-3.29,-1.74,-8.98,3.15,-0.56,-1.68,2024-06-07 15:21:59.495796,0,
705809853,-3.29,-1.79,-8.99,2.59,-0.84,-1.54,2024-06-07 15:21:59.495796,0,
705809858,-3.3,-1.79,-9.04,2.17,-1.12,-1.61,2024-06-07 15:21:59.495796,0,
705809863,-3.35,-1.84,-9.06,1.26,-1.26,-1.68,2024-06-07 15:21:59.495796,0,
705809868,-3.33,-1.86,-9.07,0.56,-1.54,-1.75,2024-06-07 15:21:59.495796,0,
705809872,-3.36,-1.81,-9.01,-0.35,-1.54,-1.61,2024-06-07 15:21:59.495796,0,
705809877,-3.31,-1.84,-9.03,-0.91,-1.54,-1.75,2024-06-07 15:21:59.495796,0,
705809883,-3.35,-1.81,-9.0,-1.4,-1.61,-1.61,2024-06-07 15:21:59.585507,0,
705809887,-3.35,-1.78,-8.96,-1.68,-1.75,-1.61,2024-06-07 15:21:59.585507,0,
705809892,-3.36,-1.79,-8.94,-1.68,-1.75,-1.68,2024-06-07 15:21:59.585507,0,
705809897,-3.29,-1.74,-8.94,-1.47,-1.89,-1.68,2024-06-07 15:21:59.585507,0,
705809902,-3.3,-1.73,-8.92,-1.12,-1.75,-1.61,2024-06-07 15:21:59.585507,0,
705809907,-3.31,-1.77,-8.86,-0.77,-1.68,-1.75,2024-06-07 15:21:59.585507,0,
705809911,-3.3,-1.73,-8.89,-0.49,-1.4,-1.54,2024-06-07 15:21:59.585507,0,
705809916,-3.27,-1.73,-8.89,0.07,-1.4,-1.61,2024-06-07 15:21:59.585507,0,
705809922,-3.31,-1.73,-8.91,0.35,-1.4,-1.75,2024-06-07 15:21:59.587468,0,
705809926,-3.3,-1.73,-8.89,0.7,-1.4,-1.96,2024-06-07 15:21:59.587468,0,
705809931,-3.3,-1.72,-8.88,0.91,-1.26,-1.82,2024-06-07 15:21:59.587468,0,
705809936,-3.27,-1.71,-8.88,1.12,-1.4,-1.89,2024-06-07 15:21:59.587468,0,
705809941,-3.28,-1.71,-8.88,1.33,-1.47,-2.03,2024-06-07 15:21:59.587468,0,
705809946,-3.34,-1.72,-8.86,1.4,-1.54,-2.1,2024-06-07 15:21:59.587468,0,
705809950,-3.32,-1.72,-8.89,1.47,-1.47,-2.1,2024-06-07 15:21:59.587468,0,
705809955,-3.33,-1.71,-8.93,1.47,-1.4,-1.89,2024-06-07 15:21:59.587468,0,
705809960,-3.32,-1.71,-8.89,1.54,-1.4,-1.89,2024-06-07 15:21:59.615403,0,
705809964,-3.35,-1.72,-8.93,1.61,-1.47,-2.03,2024-06-07 15:21:59.615403,0,
705809969,-3.35,-1.74,-8.93,1.33,-1.54,-1.82,2024-06-07 15:21:59.615403,0,
705809974,-3.32,-1.74,-8.92,1.26,-1.47,-1.75,2024-06-07 15:21:59.616370,0,
705809979,-3.32,-1.72,-8.93,1.33,-1.47,-1.89,2024-06-07 15:21:59.616370,0,
705809984,-3.37,-1.75,-8.97,1.26,-1.54,-1.96,2024-06-07 15:21:59.616370,0,
705809988,-3.36,-1.72,-8.93,1.12,-1.61,-1.75,2024-06-07 15:21:59.616370,0,
705809993,-3.31,-1.78,-8.96,1.05,-1.47,-1.75,2024-06-07 15:21:59.616370,0,
705809999,-3.35,-1.75,-8.96,0.91,-1.47,-1.75,2024-06-07 15:21:59.706745,0,
705810003,-3.34,-1.71,-8.93,0.84,-1.54,-1.68,2024-06-07 15:21:59.706745,0,
705810008,-3.32,-1.75,-8.92,0.77,-1.61,-1.61,2024-06-07 15:21:59.706745,0,
705810013,-3.34,-1.74,-8.97,0.98,-1.89,-1.68,2024-06-07 15:21:59.706745,0,
705810018,-3.34,-1.72,-8.94,1.05,-2.03,-1.75,2024-06-07 15:21:59.706745,0,
705810023,-3.34,-1.72,-8.97,0.7,-2.1,-1.68,2024-06-07 15:21:59.706745,0,
705810027,-3.31,-1.78,-8.97,0.35,-2.17,-1.61,2024-06-07 15:21:59.706745,0,
705810032,-3.31,-1.78,-8.97,0.0,-2.03,-1.54,2024-06-07 15:21:59.706745,0,
705810038,-3.27,-1.78,-8.93,-0.14,-1.89,-1.61,2024-06-07 15:21:59.708739,0,
705810042,-3.3,-1.73,-8.92,-0.42,-1.82,-1.68,2024-06-07 15:21:59.708739,0,
705810047,-3.26,-1.73,-8.9,-0.42,-1.75,-1.68,2024-06-07 15:21:59.708739,0,
705810052,-3.3,-1.71,-8.94,-0.14,-1.75,-1.82,2024-06-07 15:21:59.708739,0,
705810057,-3.34,-1.7,-8.9,0.21,-1.68,-1.96,2024-06-07 15:21:59.708739,0,
705810062,-3.29,-1.68,-8.88,0.28,-1.68,-2.1,2024-06-07 15:21:59.708739,0,
705810066,-3.34,-1.68,-8.83,0.28,-1.61,-1.96,2024-06-07 15:21:59.708739,0,
705810071,-3.31,-1.67,-8.86,0.63,-1.47,-1.96,2024-06-07 15:21:59.708739,0,
705810077,-3.33,-1.69,-8.88,1.19,-1.26,-2.03,2024-06-07 15:21:59.735793,0,
705810081,-3.35,-1.69,-8.88,1.68,-1.05,-1.82,2024-06-07 15:21:59.735793,0,
705810086,-3.33,-1.7,-8.93,2.1,-0.84,-1.75,2024-06-07 15:21:59.735793,0,
705810091,-3.3,-1.73,-8.94,2.38,-0.7,-1.68,2024-06-07 15:21:59.735793,0,
705810096,-3.28,-1.72,-8.93,2.87,-0.84,-1.61,2024-06-07 15:21:59.735793,0,
705810101,-3.33,-1.75,-8.96,2.87,-1.19,-1.68,2024-06-07 15:21:59.735793,0,
705810105,-3.31,-1.77,-8.89,2.38,-1.61,-1.61,2024-06-07 15:21:59.735793,0,
705810110,-3.31,-1.8,-8.88,1.54,-1.54,-1.61,2024-06-07 15:21:59.735793,0,
705810116,-3.35,-1.74,-8.87,0.84,-1.26,-1.61,2024-06-07 15:21:59.780640,0,
705810120,-3.29,-1.76,-8.91,0.77,-0.84,-1.61,2024-06-07 15:21:59.780640,0,
705810125,-3.3,-1.77,-8.96,1.12,-0.77,-1.75,2024-06-07 15:21:59.780640,0,
705810130,-3.32,-1.8,-8.97,1.54,-1.89,-1.54,2024-06-07 15:21:59.780640,0,
705810135,-3.25,-1.78,-8.92,1.68,-3.5,-1.68,2024-06-07 15:21:59.780640,0,
705810140,-3.34,-1.76,-8.86,1.68,-3.43,-2.17,2024-06-07 15:21:59.780640,0,
705810144,-3.42,-1.77,-8.86,1.82,-1.75,-2.31,2024-06-07 15:21:59.780640,0,
705810149,-3.39,-1.69,-8.83,2.38,-0.42,-2.38,2024-06-07 15:21:59.780640,0,
705810154,-3.3,-1.65,-8.77,2.73,-0.28,-2.24,2024-06-07 15:21:59.810541,0,
705810158,-3.24,-1.63,-8.74,2.8,-0.77,-2.24,2024-06-07 15:21:59.810541,0,
705810163,-3.28,-1.67,-8.84,3.29,-0.84,-2.38,2024-06-07 15:21:59.810541,0,
705810168,-3.27,-1.72,-8.99,3.78,-0.21,-2.45,2024-06-07 15:21:59.810541,0,
705810173,-3.29,-1.74,-9.14,4.06,0.28,-2.38,2024-06-07 15:21:59.810541,0,
705810178,-3.23,-1.79,-9.25,4.2,-0.14,-2.03,2024-06-07 15:21:59.810541,0,
705810182,-3.22,-1.75,-9.19,3.36,-1.26,-2.24,2024-06-07 15:21:59.810541,0,
705810187,-3.31,-1.83,-9.13,2.03,-3.01,-2.52,2024-06-07 15:21:59.810541,0,
705810193,-3.44,-1.81,-9.12,0.84,-4.48,-2.73,2024-06-07 15:21:59.901240,0,
705810197,-3.5,-1.82,-9.1,0.0,-5.25,-2.73,2024-06-07 15:21:59.901240,0,
705810202,-3.54,-1.79,-9.12,-0.35,-5.32,-2.52,2024-06-07 15:21:59.901240,0,
705810207,-3.52,-1.73,-9.08,-0.21,-5.04,-2.1,2024-06-07 15:21:59.901240,0,
705810212,-3.47,-1.78,-8.96,-0.35,-3.99,-1.4,2024-06-07 15:21:59.901240,0,
705810217,-3.45,-1.78,-8.91,-0.28,-2.45,-0.98,2024-06-07 15:21:59.901240,0,
705810221,-3.41,-1.84,-8.83,-0.14,-0.84,-0.7,2024-06-07 15:21:59.901240,0,
705810226,-3.31,-1.82,-8.78,0.0,0.42,-0.56,2024-06-07 15:21:59.901240,0,
705810231,-3.27,-1.8,-8.75,0.28,0.98,-0.49,2024-06-07 15:21:59.903232,0,
705810235,-3.24,-1.81,-8.75,0.77,0.98,-0.56,2024-06-07 15:21:59.903232,0,
705810240,-3.21,-1.79,-8.86,1.54,0.35,-0.77,2024-06-07 15:21:59.903232,0,
705810245,-3.16,-1.75,-8.88,2.66,-0.84,-0.98,2024-06-07 15:21:59.903232,0,
705810250,-3.23,-1.74,-8.95,3.64,-2.03,-1.19,2024-06-07 15:21:59.903232,0,
705810255,-3.25,-1.79,-8.96,4.34,-2.73,-1.4,2024-06-07 15:21:59.903232,0,
705810259,-3.3,-1.83,-8.99,4.27,-3.01,-1.75,2024-06-07 15:21:59.903232,0,
705810264,-3.34,-1.88,-9.01,3.64,-3.01,-1.96,2024-06-07 15:21:59.903232,0,
705810270,-3.34,-1.86,-9.02,2.31,-2.87,-1.96,2024-06-07 15:21:59.930917,0,
705810274,-3.31,-1.86,-9.03,1.12,-2.66,-2.1,2024-06-07 15:21:59.930917,0,
705810279,-3.3,-1.84,-9.01,0.0,-2.59,-2.03,2024-06-07 15:21:59.930917,0,
705810284,-3.35,-1.79,-8.96,-0.84,-2.66,-2.1,2024-06-07 15:21:59.930917,0,
705810289,-3.29,-1.77,-8.94,-1.54,-2.73,-2.1,2024-06-07 15:21:59.930917,0,
705810294,-3.32,-1.76,-8.92,-1.89,-2.8,-2.1,2024-06-07 15:21:59.930917,0,
705810298,-3.39,-1.71,-8.91,-2.03,-2.87,-2.03,2024-06-07 15:21:59.930917,0,
705810303,-3.39,-1.68,-8.91,-1.54,-3.01,-2.1,2024-06-07 15:21:59.930917,0,
705810309,-3.36,-1.72,-8.94,-0.98,-2.94,-2.1,2024-06-07 15:21:59.960814,0,
705810313,-3.38,-1.67,-8.98,-0.35,-2.8,-1.96,2024-06-07 15:21:59.960814,0,
705810318,-3.45,-1.7,-9.0,0.28,-2.59,-1.96,2024-06-07 15:21:59.960814,0,
705810323,-3.4,-1.68,-9.01,0.84,-2.59,-1.96,2024-06-07 15:21:59.960814,0,
705810328,-3.43,-1.72,-9.01,1.05,-2.66,-1.89,2024-06-07 15:21:59.960814,0,
705810333,-3.41,-1.72,-9.1,0.98,-2.66,-1.61,2024-06-07 15:21:59.960814,0,
705810337,-3.41,-1.71,-9.02,1.05,-2.73,-1.47,2024-06-07 15:21:59.960814,0,
705810342,-3.44,-1.73,-8.98,0.98,-2.73,-1.4,2024-06-07 15:21:59.960814,0,
705810347,-3.42,-1.75,-9.04,0.49,-2.66,-1.05,2024-06-07 15:22:00.050809,0,
705810351,-3.37,-1.75,-9.03,0.07,-2.45,-0.84,2024-06-07 15:22:00.050809,0,
705810356,-3.36,-1.73,-8.97,-0.56,-2.17,-0.7,2024-06-07 15:22:00.050809,0,
705810361,-3.31,-1.74,-8.98,-0.84,-2.17,-0.77,2024-06-07 15:22:00.050809,0,
705810366,-3.36,-1.73,-8.98,-1.4,-2.1,-0.7,2024-06-07 15:22:00.050809,0,
705810371,-3.3,-1.68,-8.97,-1.89,-2.03,-0.56,2024-06-07 15:22:00.050809,0,
705810375,-3.29,-1.73,-8.94,-2.1,-1.96,-0.56,2024-06-07 15:22:00.050809,0,
705810380,-3.3,-1.7,-8.88,-2.17,-2.17,-0.63,2024-06-07 15:22:00.050809,0,
705810386,-3.3,-1.7,-8.85,-1.96,-2.38,-0.7,2024-06-07 15:22:00.052808,0,
705810390,-3.34,-1.7,-8.88,-1.68,-2.52,-0.84,2024-06-07 15:22:00.053807,0,
705810395,-3.34,-1.74,-8.87,-1.61,-2.52,-0.77,2024-06-07 15:22:00.053807,0,
705810400,-3.38,-1.72,-8.91,-1.26,-2.52,-0.91,2024-06-07 15:22:00.053807,0,
705810405,-3.35,-1.79,-8.95,-1.4,-2.24,-1.05,2024-06-07 15:22:00.053807,0,
705810410,-3.35,-1.77,-8.9,-1.47,-1.68,-1.19,2024-06-07 15:22:00.053807,0,
705810414,-3.37,-1.74,-8.84,-1.68,-1.26,-1.19,2024-06-07 15:22:00.053807,0,
705810419,-3.38,-1.76,-8.88,-1.82,-1.19,-1.12,2024-06-07 15:22:00.053807,0,
705810425,-3.36,-1.69,-8.89,-1.61,-1.33,-1.33,2024-06-07 15:22:00.080699,0,
705810429,-3.38,-1.68,-8.91,-1.33,-1.54,-1.47,2024-06-07 15:22:00.081653,0,
705810434,-3.43,-1.69,-8.94,-0.91,-1.75,-1.47,2024-06-07 15:22:00.081653,0,
705810439,-3.39,-1.68,-8.97,-0.56,-1.89,-1.54,2024-06-07 15:22:00.081653,0,
705810444,-3.37,-1.68,-8.96,-0.35,-1.96,-1.61,2024-06-07 15:22:00.081653,0,
705810449,-3.41,-1.66,-8.98,-0.07,-1.82,-1.68,2024-06-07 15:22:00.081653,0,
705810453,-3.34,-1.7,-8.89,0.21,-1.47,-1.61,2024-06-07 15:22:00.081653,0,
705810458,-3.35,-1.68,-8.9,0.56,-0.91,-1.68,2024-06-07 15:22:00.081653,0,
705810463,-3.37,-1.7,-8.89,0.84,-0.56,-1.61,2024-06-07 15:22:00.170835,0,
705810467,-3.36,-1.64,-8.85,1.12,-0.42,-1.47,2024-06-07 15:22:00.170835,0,
705810472,-3.34,-1.66,-8.84,1.47,-0.49,-1.47,2024-06-07 15:22:00.170835,0,
705810477,-3.35,-1.71,-8.86,1.75,-0.7,-1.47,2024-06-07 15:22:00.170835,0,
705810482,-3.34,-1.68,-8.88,2.24,-1.05,-1.26,2024-06-07 15:22:00.170835,0,
705810487,-3.34,-1.67,-8.85,2.52,-1.61,-1.33,2024-06-07 15:22:00.170835,0,
705810491,-3.37,-1.67,-8.87,2.73,-1.96,-1.19,2024-06-07 15:22:00.170835,0,
705810496,-3.34,-1.72,-8.88,3.08,-2.03,-1.26,2024-06-07 15:22:00.171887,0,
705810502,-3.32,-1.71,-8.9,3.01,-1.96,-1.26,2024-06-07 15:22:00.172953,0,
705810506,-3.35,-1.7,-8.88,2.73,-1.75,-1.26,2024-06-07 15:22:00.172953,0,
705810511,-3.32,-1.71,-8.92,2.66,-1.54,-1.05,2024-06-07 15:22:00.172953,0,
705810516,-3.28,-1.73,-8.98,2.59,-1.19,-0.84,2024-06-07 15:22:00.172953,0,
705810521,-3.32,-1.73,-8.94,2.66,-1.19,-0.98,2024-06-07 15:22:00.172953,0,
705810526,-3.31,-1.72,-8.95,2.52,-1.33,-0.98,2024-06-07 15:22:00.172953,0,
705810530,-3.31,-1.75,-8.99,1.89,-1.4,-0.91,2024-06-07 15:22:00.172953,0,
705810535,-3.36,-1.77,-8.96,1.47,-1.4,-0.98,2024-06-07 15:22:00.172953,0,
705810541,-3.35,-1.72,-9.02,0.91,-1.47,-1.19,2024-06-07 15:22:00.200373,0,
705810545,-3.36,-1.75,-9.0,0.28,-1.61,-1.12,2024-06-07 15:22:00.200373,0,
705810550,-3.34,-1.72,-9.03,-0.35,-1.47,-1.12,2024-06-07 15:22:00.200373,0,
705810555,-3.35,-1.77,-8.98,-0.91,-1.47,-1.19,2024-06-07 15:22:00.200373,0,
705810560,-3.35,-1.77,-8.97,-1.4,-1.68,-1.26,2024-06-07 15:22:00.200373,0,
705810565,-3.38,-1.76,-8.95,-1.89,-1.96,-1.26,2024-06-07 15:22:00.200373,0,
705810569,-3.37,-1.75,-9.0,-2.38,-2.1,-1.26,2024-06-07 15:22:00.200373,0,
705810574,-3.35,-1.71,-8.95,-2.17,-2.1,-1.26,2024-06-07 15:22:00.200373,0,
705810580,-3.37,-1.71,-8.95,-2.1,-2.1,-1.19,2024-06-07 15:22:00.230932,0,
705810584,-3.39,-1.67,-8.89,-1.89,-2.03,-1.33,2024-06-07 15:22:00.230932,0,
705810589,-3.38,-1.71,-8.87,-1.54,-1.82,-1.33,2024-06-07 15:22:00.230932,0,
705810594,-3.38,-1.64,-8.88,-1.05,-1.61,-1.33,2024-06-07 15:22:00.230932,0,
705810599,-3.37,-1.68,-8.88,-0.63,-1.68,-1.4,2024-06-07 15:22:00.230932,0,
705810604,-3.39,-1.66,-8.84,-0.28,-1.82,-1.54,2024-06-07 15:22:00.231975,0,
705810608,-3.39,-1.67,-8.87,0.07,-1.75,-1.54,2024-06-07 15:22:00.231975,0,
705810613,-3.33,-1.64,-8.89,0.42,-1.82,-1.68,2024-06-07 15:22:00.231975,0,
